customer_id,segment,age,preferred_channel,frequency,monetary_total,monetary_avg,monetary_std,n_channels,n_categories,recency_days,active_span_days,tenure_days,churned
1147,regular,64.0,mobile_app,14.0,1098.51,78.465,55.398081298348785,3.0,4.0,6.0,167.0,225,0
1148,bargain_hunter,30.0,mobile_app,6.0,184.82,30.80333333333333,22.31899340621496,2.0,4.0,47.0,254.0,313,1
1149,regular,49.0,web,3.0,119.17999999999999,39.72666666666667,34.11184154122045,1.0,3.0,15.0,95.0,137,1
1150,regular,18.0,web,30.0,1629.49,54.31633333333333,47.3925102829502,3.0,5.0,3.0,356.0,364,0
1151,regular,54.0,mobile_app,12.0,627.26,52.27166666666667,27.650624465522174,3.0,4.0,3.0,152.0,158,0
1152,bargain_hunter,18.0,mobile_app,2.0,20.24,10.12,7.778174593052022,1.0,2.0,12.0,8.0,139,1
1153,bargain_hunter,34.0,web,5.0,132.4,26.48,10.548940705113475,2.0,3.0,24.0,54.0,95,1
1154,bargain_hunter,43.0,web,5.0,249.29000000000002,49.858000000000004,38.754767061614494,3.0,4.0,58.0,138.0,260,1
1155,one_off,41.0,in_store,1.0,22.31,22.31,0.0,1.0,1.0,143.0,0.0,358,1
1156,bargain_hunter,45.0,web,6.0,186.71,31.118333333333336,21.563948076979475,3.0,4.0,21.0,82.0,177,1
1157,one_off,35.0,in_store,4.0,81.24,20.31,17.441897832518112,2.0,3.0,28.0,125.0,229,1
1158,bargain_hunter,33.0,mobile_app,6.0,123.92,20.653333333333332,6.581132627949892,3.0,4.0,2.0,168.0,212,0
1159,loyal_vip,33.0,mobile_app,9.0,1245.56,138.39555555555555,66.82800257210879,3.0,5.0,3.0,92.0,106,0
1160,regular,62.0,mobile_app,10.0,632.76,63.275999999999996,36.515890361442494,3.0,5.0,3.0,87.0,97,0
1161,bargain_hunter,31.0,web,5.0,79.69,15.937999999999999,9.780098159016605,2.0,4.0,7.0,190.0,342,0
1162,bargain_hunter,33.0,mobile_app,6.0,205.62,34.27,30.672508863801802,3.0,4.0,49.0,211.0,270,1
1163,loyal_vip,26.0,web,37.0,4384.91,118.51108108108107,72.31204551509089,3.0,5.0,5.0,271.0,285,0
1164,loyal_vip,51.0,web,34.0,4252.51,125.07382352941177,79.38361990473877,3.0,5.0,3.0,200.0,215,0
1165,bargain_hunter,28.0,web,1.0,88.93,88.93,0.0,1.0,1.0,70.0,0.0,127,1
1166,one_off,18.0,web,2.0,47.91,23.955,18.759542904879105,1.0,2.0,54.0,96.0,261,1
1167,regular,35.0,web,5.0,232.07999999999998,46.416,36.66393773178216,2.0,2.0,11.0,73.0,99,0
1168,bargain_hunter,39.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
1169,bargain_hunter,24.0,web,6.0,85.33,14.221666666666666,6.693959715046593,2.0,3.0,30.0,113.0,162,0
1170,loyal_vip,42.0,in_store,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27,0
1171,regular,18.0,web,6.0,502.28,83.71333333333332,83.66353247781656,3.0,4.0,53.0,100.0,185,0
1172,bargain_hunter,30.0,web,11.0,298.98,27.180000000000003,14.089305873604989,3.0,5.0,35.0,222.0,262,0
1173,regular,42.0,web,10.0,546.6899999999999,54.669,42.17118617413237,3.0,5.0,19.0,71.0,106,0
1174,regular,55.0,mobile_app,12.0,671.16,55.93,24.692273727184013,3.0,4.0,26.0,103.0,129,1
1175,regular,34.0,web,11.0,633.71,57.61000000000001,26.252169434162962,2.0,5.0,17.0,167.0,225,0
1176,regular,45.0,web,23.0,1101.54,47.89304347826087,32.26891107760513,3.0,5.0,3.0,176.0,180,0
1177,bargain_hunter,18.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45,1
1178,bargain_hunter,54.0,web,2.0,8.08,4.04,4.299209229614209,1.0,2.0,65.0,25.0,102,1
1179,loyal_vip,51.0,mobile_app,25.0,2629.58,105.1832,64.50097897965063,3.0,5.0,24.0,212.0,240,0
1180,bargain_hunter,18.0,web,10.0,317.54,31.754,20.528727405489335,2.0,5.0,6.0,291.0,326,1
1181,regular,46.0,in_store,15.0,903.12,60.208,28.55304266999028,3.0,5.0,11.0,302.0,353,0
1182,bargain_hunter,50.0,web,9.0,331.11,36.79,21.538718624839326,3.0,5.0,48.0,225.0,290,1
1183,one_off,32.0,web,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,137,1
1184,loyal_vip,41.0,web,39.0,3967.45,101.72948717948718,75.79538643607046,3.0,5.0,25.0,223.0,258,0
1185,regular,52.0,web,3.0,193.32,64.44,31.7110122828017,2.0,2.0,3.0,35.0,50,1
1186,loyal_vip,45.0,web,17.0,1679.43,98.79,59.43925302357022,3.0,5.0,9.0,213.0,222,0
1187,regular,47.0,web,13.0,591.97,45.53615384615385,23.651976498967105,3.0,3.0,11.0,190.0,222,0
1188,regular,57.0,in_store,13.0,601.25,46.25,25.038624163479906,3.0,4.0,13.0,244.0,270,0
1189,regular,67.0,mobile_app,11.0,598.44,54.403636363636366,33.96999654775587,3.0,5.0,21.0,180.0,229,0
1190,loyal_vip,66.0,web,3.0,169.76,56.586666666666666,42.076736248589114,2.0,3.0,2.0,39.0,72,1
1191,bargain_hunter,65.0,web,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12,0
1192,bargain_hunter,45.0,web,9.0,245.52,27.28,16.21188607164509,3.0,4.0,41.0,246.0,303,0
1193,regular,49.0,mobile_app,13.0,961.35,73.95,74.38043145433706,3.0,5.0,18.0,148.0,193,0
1194,regular,33.0,mobile_app,5.0,275.8,55.160000000000004,37.077175593618236,2.0,3.0,55.0,49.0,125,1
1195,bargain_hunter,42.0,web,3.0,96.65,32.21666666666667,7.776055126690738,2.0,2.0,8.0,106.0,128,1
1196,regular,29.0,mobile_app,13.0,1200.01,92.30846153846154,54.04756390534697,3.0,5.0,1.0,149.0,205,0
1197,bargain_hunter,44.0,in_store,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,171,1
1198,regular,36.0,in_store,3.0,160.11,53.370000000000005,33.010645252705984,2.0,3.0,21.0,34.0,56,0
1199,bargain_hunter,41.0,mobile_app,4.0,47.85,11.9625,2.4418077319887415,2.0,4.0,2.0,113.0,133,0
1200,regular,30.0,mobile_app,18.0,942.19,52.34388888888889,30.987934680317657,3.0,5.0,1.0,193.0,199,0
1201,bargain_hunter,18.0,web,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42,1
1202,bargain_hunter,36.0,mobile_app,6.0,194.8,32.46666666666667,22.170615387640165,3.0,3.0,21.0,177.0,291,0
1203,regular,37.0,web,3.0,145.4,48.46666666666667,16.077942447133378,1.0,2.0,3.0,47.0,55,1
1204,bargain_hunter,50.0,web,10.0,200.82,20.082,11.56054285538145,3.0,4.0,24.0,271.0,301,0
1205,bargain_hunter,46.0,in_store,9.0,238.4,26.48888888888889,21.711346367996413,2.0,5.0,29.0,229.0,268,1
1206,regular,31.0,web,25.0,1251.29,50.0516,38.39003654161671,3.0,5.0,23.0,253.0,277,0
1207,bargain_hunter,36.0,in_store,9.0,258.36,28.706666666666667,20.17012952362974,3.0,5.0,40.0,296.0,346,0
1208,bargain_hunter,36.0,mobile_app,9.0,322.28000000000003,35.808888888888895,17.69164170197642,3.0,4.0,5.0,288.0,294,0
1209,regular,38.0,web,6.0,454.44,75.74,40.0310864204308,3.0,4.0,15.0,103.0,128,1
1210,regular,40.0,web,6.0,282.57,47.095,30.44111348160576,3.0,3.0,5.0,123.0,137,0
1211,regular,18.0,mobile_app,3.0,165.75,55.25,11.962152816278515,2.0,2.0,39.0,21.0,146,0
1212,one_off,25.0,web,2.0,55.36,27.68,7.26905771059771,2.0,1.0,60.0,39.0,117,1
1213,regular,19.0,web,14.0,1071.13,76.50928571428572,56.85122655659253,3.0,5.0,67.0,241.0,308,0
1214,regular,47.0,web,5.0,292.26,58.452,62.94358164261071,3.0,2.0,2.0,19.0,21,0
1215,bargain_hunter,43.0,web,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,72,1
1216,bargain_hunter,55.0,web,4.0,129.27,32.3175,12.521012672037887,3.0,3.0,32.0,76.0,124,0
1217,one_off,43.0,in_store,1.0,24.98,24.98,0.0,1.0,1.0,5.0,0.0,30,0
1218,regular,18.0,web,6.0,311.3,51.88333333333333,19.49454863972661,3.0,3.0,25.0,152.0,179,0
1219,loyal_vip,43.0,web,19.0,1888.42,99.39052631578947,59.31598121489166,3.0,5.0,11.0,226.0,247,0
1220,regular,45.0,web,13.0,708.55,54.50384615384615,36.582602545121894,3.0,5.0,38.0,172.0,210,0
1221,one_off,29.0,mobile_app,2.0,60.82,30.41,20.98692926561673,2.0,2.0,54.0,3.0,65,0
1222,bargain_hunter,22.0,mobile_app,1.0,28.3,28.3,0.0,1.0,1.0,89.0,0.0,128,1
1223,bargain_hunter,65.0,mobile_app,12.0,246.89999999999998,20.575,18.793327394196446,3.0,5.0,55.0,284.0,352,1
1224,bargain_hunter,35.0,web,7.0,91.97,13.138571428571428,8.587383048347593,2.0,3.0,24.0,163.0,329,1
1225,regular,29.0,mobile_app,9.0,590.69,65.63222222222223,38.64641470362347,3.0,4.0,26.0,109.0,140,0
1226,regular,42.0,web,22.0,1267.8,57.627272727272725,38.59303874828775,3.0,5.0,3.0,321.0,359,0
1227,regular,37.0,in_store,21.0,1158.29,55.156666666666666,32.11996144663522,3.0,5.0,16.0,225.0,242,0
1228,regular,24.0,mobile_app,5.0,252.76999999999998,50.553999999999995,25.138932554903754,2.0,4.0,7.0,97.0,183,0
1229,one_off,40.0,mobile_app,8.0,350.65999999999997,43.832499999999996,36.33237035639549,3.0,4.0,17.0,156.0,193,0
1230,loyal_vip,32.0,mobile_app,18.0,2269.15,126.0638888888889,64.98668100092772,3.0,4.0,9.0,168.0,184,0
1231,regular,37.0,web,8.0,307.05,38.38125,24.9167960778611,3.0,4.0,40.0,142.0,188,0
1232,bargain_hunter,18.0,mobile_app,2.0,15.9,7.95,0.2828427124746193,2.0,1.0,47.0,3.0,117,0
1233,bargain_hunter,54.0,web,4.0,97.07,24.2675,19.39449127114879,3.0,2.0,14.0,250.0,320,0
1234,regular,18.0,mobile_app,17.0,872.25,51.30882352941177,35.40023108723179,3.0,5.0,7.0,240.0,292,0
1235,regular,18.0,mobile_app,24.0,1152.68,48.028333333333336,26.654520240952795,3.0,5.0,12.0,260.0,290,0
1236,regular,39.0,in_store,13.0,661.67,50.8976923076923,29.955438335925514,2.0,5.0,30.0,262.0,306,0
1237,bargain_hunter,70.0,in_store,4.0,105.8,26.45,14.334687532927486,1.0,2.0,44.0,34.0,98,0
1238,bargain_hunter,50.0,web,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,86,1
1239,bargain_hunter,51.0,web,5.0,139.26999999999998,27.853999999999996,15.613997886511958,2.0,3.0,9.0,250.0,342,1
1240,bargain_hunter,37.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30,1
1241,bargain_hunter,51.0,web,3.0,84.96000000000001,28.320000000000004,13.966935956035599,3.0,2.0,30.0,36.0,68,1
1242,regular,27.0,web,3.0,80.86999999999999,26.956666666666663,26.539465581155422,2.0,3.0,58.0,33.0,120,1
1243,bargain_hunter,50.0,web,10.0,219.54,21.954,23.01312485421212,2.0,5.0,11.0,287.0,325,1
1244,regular,41.0,mobile_app,5.0,265.3,53.06,23.810481935483793,3.0,3.0,66.0,263.0,337,0
1245,regular,18.0,mobile_app,33.0,1634.46,49.52909090909091,37.72825941549288,3.0,5.0,2.0,345.0,347,0
1246,regular,43.0,web,9.0,286.09000000000003,31.78777777777778,17.301540233298436,3.0,5.0,1.0,169.0,177,0
1247,loyal_vip,50.0,in_store,28.0,3385.68,120.91714285714285,76.8702095578015,3.0,5.0,11.0,234.0,261,0
1248,bargain_hunter,67.0,mobile_app,4.0,61.230000000000004,15.307500000000001,21.486965622597033,2.0,4.0,10.0,78.0,135,0
1249,loyal_vip,43.0,web,34.0,3004.39,88.36441176470588,68.73785200403299,3.0,5.0,1.0,91.0,108,0
1250,one_off,41.0,mobile_app,3.0,169.68,56.56,50.61044852597139,1.0,2.0,245.0,94.0,360,1
1251,bargain_hunter,31.0,mobile_app,1.0,10.24,10.24,0.0,1.0,1.0,116.0,0.0,205,1
1252,regular,18.0,in_store,1.0,35.15,35.15,0.0,1.0,1.0,47.0,0.0,58,0
1253,loyal_vip,25.0,web,25.0,2853.92,114.1568,89.8360246374842,3.0,5.0,4.0,210.0,218,0
1254,loyal_vip,32.0,web,23.0,2351.59,102.24304347826087,90.48238092854335,3.0,5.0,49.0,249.0,302,0
1255,bargain_hunter,29.0,mobile_app,2.0,13.05,6.525,4.574980874276963,1.0,2.0,24.0,9.0,33,1
1256,regular,64.0,web,14.0,560.28,40.019999999999996,20.137491250057785,3.0,5.0,4.0,193.0,201,0
1257,loyal_vip,39.0,web,5.0,422.42,84.48400000000001,50.29046360891894,3.0,3.0,8.0,58.0,69,0
1258,bargain_hunter,40.0,web,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28,1
1259,regular,43.0,web,2.0,25.22,12.61,1.9091883092036785,2.0,1.0,40.0,5.0,49,1
1260,regular,35.0,web,12.0,1051.24,87.60333333333334,57.81849064621163,3.0,5.0,3.0,180.0,200,0
1261,regular,31.0,in_store,14.0,880.04,62.86,48.18431200169743,3.0,5.0,44.0,298.0,345,0
1262,one_off,50.0,web,4.0,189.46,47.365,13.224665087126658,2.0,4.0,45.0,117.0,175,1
1263,bargain_hunter,45.0,web,5.0,120.99,24.198,13.63126076340703,3.0,4.0,98.0,190.0,292,1
1264,bargain_hunter,18.0,in_store,8.0,147.1,18.3875,9.408009885198888,2.0,4.0,5.0,275.0,303,1
1265,one_off,33.0,web,2.0,69.43,34.715,3.3587572106361008,2.0,1.0,6.0,16.0,113,0
1266,loyal_vip,40.0,mobile_app,20.0,1801.04,90.05199999999999,52.87718775864653,3.0,4.0,15.0,139.0,154,0
1267,regular,35.0,mobile_app,6.0,372.27,62.044999999999995,30.846599002159056,2.0,3.0,17.0,38.0,74,1
1268,loyal_vip,46.0,web,60.0,7014.23,116.90383333333332,69.38906361569725,3.0,5.0,1.0,320.0,335,0
1269,regular,47.0,web,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18,1
1270,loyal_vip,35.0,mobile_app,20.0,2423.1,121.155,84.52614821212988,3.0,5.0,20.0,129.0,152,0
1271,bargain_hunter,38.0,web,12.0,314.52,26.209999999999997,13.39260650847732,3.0,5.0,12.0,165.0,183,0
1272,bargain_hunter,22.0,mobile_app,7.0,237.48,33.925714285714285,16.818191398148674,3.0,4.0,9.0,260.0,313,1
1273,one_off,58.0,mobile_app,2.0,85.29,42.645,28.31962658652123,2.0,2.0,26.0,210.0,265,1
1274,bargain_hunter,64.0,in_store,3.0,126.03,42.01,28.590131164442038,2.0,3.0,54.0,112.0,203,1
1275,regular,39.0,web,5.0,206.05,41.21,34.70553918324854,3.0,5.0,25.0,47.0,72,0
1276,regular,35.0,mobile_app,1.0,33.87,33.87,0.0,1.0,1.0,15.0,0.0,22,0
1277,bargain_hunter,43.0,web,3.0,120.05,40.016666666666666,12.34240792282176,1.0,2.0,34.0,110.0,160,1
1278,one_off,18.0,mobile_app,3.0,119.03999999999999,39.68,5.509963702239788,3.0,3.0,23.0,63.0,119,1
1279,regular,34.0,web,11.0,622.4,56.58181818181818,32.5775133545155,3.0,4.0,46.0,173.0,290,0
1280,bargain_hunter,41.0,web,2.0,40.769999999999996,20.384999999999998,6.399316369738257,2.0,1.0,113.0,60.0,248,1
1281,regular,39.0,mobile_app,7.0,224.74,32.105714285714285,20.601588010913833,2.0,3.0,2.0,92.0,96,1
1282,regular,47.0,web,11.0,714.96,64.99636363636364,42.207969691215254,2.0,4.0,3.0,151.0,161,1
1283,one_off,56.0,web,1.0,21.23,21.23,0.0,1.0,1.0,18.0,0.0,41,0
1284,bargain_hunter,26.0,mobile_app,3.0,39.18,13.06,5.885736997182256,1.0,3.0,7.0,140.0,195,1
1285,bargain_hunter,28.0,web,3.0,60.23,20.076666666666664,15.220415018432755,2.0,2.0,207.0,102.0,317,1
1286,bargain_hunter,41.0,mobile_app,6.0,185.7,30.95,18.5817889343303,3.0,3.0,84.0,137.0,232,0
1287,bargain_hunter,43.0,mobile_app,1.0,6.78,6.78,0.0,1.0,1.0,20.0,0.0,78,1
1288,regular,27.0,in_store,4.0,179.89000000000001,44.972500000000004,30.93650958010616,2.0,4.0,5.0,59.0,72,0
1289,loyal_vip,50.0,web,20.0,2505.83,125.2915,82.65926045965354,3.0,5.0,6.0,254.0,263,0
1290,bargain_hunter,28.0,mobile_app,7.0,251.69,35.955714285714286,21.752880925786098,3.0,3.0,55.0,166.0,357,1
1291,one_off,24.0,in_store,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0
1292,regular,46.0,web,17.0,846.02,49.765882352941176,38.11734301122383,3.0,4.0,7.0,141.0,180,0
1293,one_off,26.0,web,2.0,73.9,36.95,15.216937931134504,1.0,2.0,8.0,50.0,109,0
1294,bargain_hunter,26.0,web,8.0,174.06,21.7575,11.309438220227515,3.0,4.0,54.0,288.0,357,0
1295,regular,37.0,web,2.0,22.990000000000002,11.495000000000001,4.7871129086329285,2.0,2.0,1.0,45.0,76,1
1296,regular,,in_store,10.0,531.29,53.129,41.94483055157095,3.0,4.0,8.0,225.0,312,0
1297,bargain_hunter,57.0,mobile_app,10.0,318.71,31.871,20.21924960141806,3.0,5.0,4.0,288.0,326,0
1298,bargain_hunter,18.0,mobile_app,14.0,323.71,23.122142857142855,16.110571865212474,3.0,5.0,7.0,299.0,356,0
1299,bargain_hunter,40.0,mobile_app,3.0,72.94999999999999,24.316666666666663,22.862507153270247,2.0,3.0,16.0,14.0,193,0
1300,regular,27.0,in_store,3.0,126.57,42.19,3.876544853345564,2.0,3.0,66.0,56.0,126,1
1301,bargain_hunter,48.0,web,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,117,1
1302,bargain_hunter,39.0,web,6.0,164.2,27.366666666666664,21.299533954212862,3.0,4.0,123.0,227.0,356,1
1303,regular,34.0,in_store,12.0,669.9,55.824999999999996,54.28412165298766,3.0,4.0,26.0,228.0,322,0
1304,regular,25.0,mobile_app,23.0,1661.3100000000002,72.2308695652174,67.33446678627006,3.0,5.0,4.0,313.0,331,0
1305,regular,28.0,web,10.0,762.42,76.24199999999999,57.145225289024225,2.0,5.0,9.0,209.0,225,1
1306,bargain_hunter,31.0,in_store,16.0,438.65,27.415625,15.39786347462963,3.0,5.0,43.0,304.0,362,1
1307,regular,30.0,in_store,14.0,590.8,42.199999999999996,25.085009007833282,3.0,5.0,12.0,182.0,198,0
1308,regular,45.0,in_store,9.0,454.11,50.45666666666667,26.900368027222232,3.0,4.0,14.0,206.0,250,0
1309,regular,29.0,web,18.0,953.84,52.99111111111111,37.733452920201266,3.0,5.0,13.0,311.0,347,0
1310,one_off,18.0,mobile_app,2.0,48.120000000000005,24.060000000000002,5.374011537017761,1.0,2.0,31.0,239.0,273,1
1311,loyal_vip,31.0,mobile_app,21.0,3246.82,154.6104761904762,106.4897336589866,3.0,5.0,27.0,179.0,210,0
1312,regular,44.0,mobile_app,26.0,1345.27,51.74115384615384,25.793767204799398,3.0,5.0,7.0,238.0,261,0
1313,regular,46.0,in_store,2.0,103.55,51.775,44.469945468821976,2.0,2.0,12.0,28.0,42,0
1314,regular,42.0,mobile_app,9.0,370.90000000000003,41.211111111111116,29.136715431069288,3.0,4.0,4.0,256.0,280,0
1315,bargain_hunter,18.0,web,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,92,1
1316,regular,18.0,mobile_app,8.0,327.24,40.905,15.426093848689352,3.0,4.0,7.0,94.0,125,0
1317,regular,40.0,in_store,17.0,675.89,39.75823529411765,28.09291641928934,3.0,4.0,29.0,233.0,281,0
1318,regular,44.0,web,9.0,348.74,38.74888888888889,22.44589686582185,3.0,4.0,39.0,238.0,290,0
1319,loyal_vip,40.0,web,30.0,4468.91,148.96366666666665,108.65587495369968,3.0,5.0,10.0,273.0,301,0
1320,regular,28.0,mobile_app,9.0,332.41,36.934444444444445,21.852534241542276,3.0,4.0,4.0,70.0,88,0
1321,bargain_hunter,32.0,web,9.0,276.15,30.68333333333333,21.639602006506497,3.0,5.0,63.0,266.0,337,0
1322,regular,49.0,web,10.0,388.63,38.863,14.66792043883522,3.0,5.0,6.0,45.0,68,0
1323,loyal_vip,43.0,web,38.0,4824.59,126.9628947368421,87.4976574484231,3.0,5.0,5.0,273.0,287,0
1324,loyal_vip,27.0,mobile_app,25.0,3500.4900000000002,140.0196,122.97591449412631,3.0,5.0,1.0,187.0,190,0
1325,bargain_hunter,33.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11,1
1326,bargain_hunter,35.0,web,3.0,45.54,15.18,14.351365788662763,3.0,2.0,50.0,37.0,97,1
1327,regular,36.0,web,11.0,803.94,73.08545454545455,41.94622184741705,3.0,5.0,28.0,215.0,243,0
1328,bargain_hunter,38.0,web,6.0,109.37,18.228333333333335,10.175976447823897,2.0,3.0,64.0,166.0,327,0
1329,regular,51.0,web,11.0,645.78,58.70727272727272,40.79877328815392,3.0,5.0,24.0,226.0,267,0
1330,regular,35.0,mobile_app,2.0,109.78,54.89,54.107810896394625,2.0,2.0,7.0,29.0,46,1
1331,bargain_hunter,18.0,mobile_app,8.0,215.12,26.89,19.238353062864515,3.0,5.0,67.0,242.0,332,1
1332,regular,35.0,in_store,13.0,744.5400000000001,57.2723076923077,41.78124981253476,3.0,5.0,11.0,215.0,231,0
1333,bargain_hunter,41.0,web,10.0,341.53,34.153,42.921721009815585,3.0,5.0,8.0,256.0,275,1
1334,regular,27.0,web,6.0,281.3,46.88333333333333,38.62636750545755,3.0,4.0,16.0,146.0,206,0
1335,bargain_hunter,38.0,mobile_app,5.0,139.65,27.93,4.493762343515731,2.0,3.0,65.0,180.0,268,1
1336,bargain_hunter,25.0,web,5.0,123.80000000000001,24.76,15.827243916740526,3.0,4.0,18.0,174.0,234,1
1337,regular,18.0,mobile_app,8.0,535.76,66.97,36.46763183192146,3.0,4.0,45.0,89.0,150,0
1338,regular,37.0,web,12.0,654.02,54.501666666666665,32.199148445355824,3.0,3.0,28.0,188.0,218,0
1339,regular,34.0,web,20.0,1396.71,69.8355,48.35485383299722,3.0,5.0,5.0,201.0,220,0
1340,regular,40.0,mobile_app,22.0,1563.72,71.07818181818182,53.342022265695356,3.0,5.0,9.0,331.0,361,0
1341,loyal_vip,53.0,mobile_app,22.0,3140.86,142.76636363636365,144.77116318835422,3.0,5.0,4.0,237.0,275,0
1342,one_off,57.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200,1
1343,bargain_hunter,32.0,in_store,1.0,22.72,22.72,0.0,1.0,1.0,33.0,0.0,36,1
1344,bargain_hunter,29.0,in_store,8.0,223.71,27.96375,12.96727412428247,2.0,5.0,2.0,306.0,331,0
1345,one_off,41.0,mobile_app,2.0,41.5,20.75,2.8284271247461903,2.0,2.0,52.0,133.0,275,0
1346,regular,53.0,mobile_app,25.0,1372.83,54.913199999999996,40.87967860278095,3.0,5.0,9.0,175.0,187,0
1347,bargain_hunter,24.0,mobile_app,1.0,25.93,25.93,0.0,1.0,1.0,142.0,0.0,168,1
1348,bargain_hunter,39.0,mobile_app,1.0,41.17,41.17,0.0,1.0,1.0,67.0,0.0,94,0
1349,bargain_hunter,48.0,web,6.0,126.18,21.03,17.203066005802572,3.0,3.0,17.0,255.0,293,0
1350,bargain_hunter,30.0,in_store,5.0,93.68,18.736,8.735375206595307,3.0,5.0,15.0,150.0,173,1
1351,loyal_vip,49.0,web,4.0,480.05,120.0125,43.261820253737206,2.0,3.0,6.0,19.0,46,0
1352,bargain_hunter,43.0,web,9.0,318.49,35.38777777777778,24.292981896927444,3.0,4.0,7.0,166.0,268,0
1353,regular,18.0,web,1.0,114.47,114.47,0.0,1.0,1.0,28.0,0.0,59,0
1354,loyal_vip,38.0,web,4.0,375.09999999999997,93.77499999999999,36.541520220155036,2.0,3.0,1.0,53.0,57,1
1355,one_off,25.0,web,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21,1
1356,bargain_hunter,23.0,web,3.0,55.33,18.44333333333333,10.685608702050311,3.0,3.0,80.0,122.0,268,1
1357,regular,48.0,mobile_app,6.0,366.02,61.00333333333333,30.608953374244386,3.0,4.0,63.0,55.0,157,1
1358,loyal_vip,25.0,mobile_app,21.0,2416.4700000000003,115.07000000000001,95.25675146675957,3.0,5.0,17.0,220.0,241,0
1359,regular,70.0,mobile_app,34.0,1864.59,54.84088235294117,35.56460466894673,3.0,5.0,5.0,315.0,321,0
1360,regular,42.0,web,16.0,941.79,58.861875,37.951231551163126,3.0,4.0,6.0,227.0,245,0
1361,loyal_vip,28.0,mobile_app,1.0,74.56,74.56,0.0,1.0,1.0,12.0,0.0,21,0
1362,regular,32.0,in_store,8.0,578.03,72.25375,52.1377469340318,3.0,3.0,60.0,198.0,298,0
1363,bargain_hunter,53.0,mobile_app,2.0,42.06,21.03,18.243354954612926,2.0,2.0,16.0,46.0,62,0
1364,regular,43.0,web,6.0,234.28,39.04666666666667,8.99031182254913,3.0,4.0,24.0,139.0,170,0
1365,bargain_hunter,18.0,web,2.0,38.49,19.245,8.506494577674168,2.0,2.0,86.0,4.0,100,1
1366,regular,25.0,in_store,4.0,129.12,32.28,30.909813975499755,3.0,3.0,12.0,26.0,40,1
1367,bargain_hunter,51.0,in_store,3.0,86.08,28.69333333333333,18.868996617025857,3.0,3.0,38.0,82.0,174,0
1368,bargain_hunter,48.0,in_store,4.0,107.55000000000001,26.887500000000003,18.858899534879193,2.0,4.0,32.0,183.0,260,1
1369,regular,21.0,web,18.0,1034.25,57.458333333333336,37.23967669822383,3.0,4.0,62.0,259.0,364,0
1370,regular,59.0,in_store,8.0,332.71,41.58875,14.520588769546698,3.0,5.0,16.0,150.0,190,1
1371,regular,57.0,mobile_app,24.0,977.35,40.72291666666667,24.845777959797037,3.0,5.0,22.0,227.0,297,0
1372,one_off,57.0,web,2.0,139.25,69.625,72.49965827505672,1.0,2.0,86.0,49.0,151,1
1373,regular,50.0,in_store,16.0,832.25,52.015625,36.70212073232281,3.0,5.0,5.0,183.0,197,0
1374,bargain_hunter,40.0,web,7.0,127.55000000000001,18.22142857142857,24.66975099764313,3.0,3.0,10.0,269.0,303,0
1375,bargain_hunter,37.0,mobile_app,8.0,182.16,22.77,17.765910374325642,3.0,3.0,10.0,255.0,332,1
1376,regular,52.0,web,9.0,565.21,62.80111111111111,44.30809616888443,3.0,5.0,23.0,142.0,183,0
1377,regular,28.0,mobile_app,8.0,471.33,58.91625,31.183390238806847,3.0,3.0,18.0,180.0,220,0
1378,regular,64.0,in_store,9.0,479.99,53.33222222222222,37.85062574706585,2.0,4.0,4.0,136.0,180,0
1379,bargain_hunter,53.0,mobile_app,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70,1
1380,one_off,36.0,web,2.0,63.81,31.905,28.263058044026305,2.0,2.0,58.0,92.0,182,1
1381,bargain_hunter,35.0,web,2.0,53.150000000000006,26.575000000000003,20.73944189220144,2.0,2.0,23.0,70.0,135,1
1382,regular,20.0,mobile_app,10.0,606.52,60.652,46.41914423070627,2.0,4.0,12.0,145.0,197,0
1383,one_off,41.0,mobile_app,2.0,36.309999999999995,18.154999999999998,22.12537118332707,2.0,2.0,97.0,12.0,249,1
1384,regular,51.0,mobile_app,19.0,974.81,51.30578947368421,39.75264775469393,3.0,5.0,8.0,153.0,182,0
